order_id,data,produto,categoria,quantidade,preco_unitario,custo_unitario,receita_bruta,desconto_valor,total_venda,lucro
V000055,2025-07-04,Pão Integral,Padaria,5,34.03,26.77,170.15,0.0,170.15,36.3
V000398,2025-07-04,Ração para Gatos 3kg,Pets,2,92.14,67.82,184.28,18.43,165.85,30.21
V000417,2025-07-06,Pão Integral,Padaria,1,19.4,15.49,19.4,0.0,19.4,3.91
V000027,2025-07-06,Amaciante 2L,Limpeza,1,73.08,50.99,73.08,0.0,73.08,22.09
V000634,2025-07-07,Chocolate em Pó 200g,Outros,6,35.94,23.27,215.64,0.0,215.64,76.02
V000576,2025-07-08,Peito de Frango (kg),Carnes,6,101.23,78.5,607.38,30.37,577.01,106.01
V000406,2025-07-08,Leite Integral 1L,Laticínios,1,118.38,82.2,118.38,5.92,112.46,30.26
V000178,2025-07-08,Açúcar Cristal 5kg,Alimentos Básicos,5,11.01,8.0,55.05,2.75,52.3,12.3
V000611,2025-07-09,Presunto Cozido (kg),Outros,2,60.38,37.32,120.76,0.0,120.76,46.12
V000515,2025-07-10,Carne Moída (kg),Carnes,5,99.25,60.38,496.25,49.62,446.63,144.73
V000455,2025-07-10,Guardanapo 50un,Outros,6,6.85,5.38,41.1,2.06,39.04,6.76
V000575,2025-07-13,Achocolatado em Pó 400g,Outros,2,3.75,2.56,7.5,0.0,7.5,2.38
V000742,2025-07-14,Sabão Líquido 1L,Limpeza,3,85.15,51.87,255.45,0.0,255.45,99.84
V000799,2025-07-16,"Água com Gás 1,5L",Bebidas,6,67.31,44.3,403.86,0.0,403.86,138.06
V000600,2025-07-17,Cerveja Long Neck,Bebidas,1,13.26,8.97,13.26,0.66,12.6,3.63
V000591,2025-07-17,Achocolatado em Pó 400g,Outros,1,57.06,43.41,57.06,0.0,57.06,13.65
V000330,2025-07-18,Fralda Infantil P,Outros,5,24.29,19.27,121.45,6.07,115.38,19.03
V000432,2025-07-19,Linguiça Toscana (kg),Carnes,3,47.54,33.6,142.62,7.13,135.49,34.69
V000754,2025-07-20,Escova Dental,Higiene,2,26.5,19.21,53.0,2.65,50.35,11.93
V000128,2025-07-20,Amaciante 2L,Limpeza,3,52.78,39.54,158.34,7.92,150.42,31.8
V000298,2025-07-21,Feijão Preto 1kg,Alimentos Básicos,4,105.18,64.02,420.72,21.04,399.68,143.6
V000080,2025-07-21,Macarrão Espaguete 500g,Outros,2,52.19,41.13,104.38,10.44,93.94,11.68
V000509,2025-07-22,Sal Refinado 1kg,Alimentos Básicos,4,36.79,23.45,147.16,7.36,139.8,46.0
V000015,2025-07-24,Pão de Hambúrguer,Padaria,6,40.94,30.85,245.64,0.0,245.64,60.54
V000731,2025-07-25,Condicionador 400ml,Higiene,1,4.36,3.43,4.36,0.44,3.92,0.49
V000490,2025-07-25,Álcool 70% 1L,Limpeza,6,70.3,48.45,421.8,21.09,400.71,110.01
V000686,2025-07-26,Biscoito Recheado Chocolate,Outros,6,108.25,79.12,649.5,0.0,649.5,174.78
V000373,2025-07-27,Iogurte Integral 170g,Laticínios,3,17.26,12.69,51.78,2.59,49.19,11.12
V000004,2025-07-28,Biscoito Cream Cracker,Outros,6,79.04,56.04,474.24,0.0,474.24,138.0
V000777,2025-07-28,Fralda Infantil G,Outros,1,16.42,10.99,16.42,0.0,16.42,5.43
V000676,2025-07-28,Fralda Infantil M,Outros,5,74.26,48.99,371.3,0.0,371.3,126.35
V000757,2025-07-29,Cerveja Long Neck,Bebidas,5,69.76,51.16,348.8,17.44,331.36,75.56
V000738,2025-07-29,Pão de Forma Tradicional,Padaria,6,81.56,64.44,489.36,24.47,464.89,78.25
V000610,2025-07-31,Molho de Tomate 340g,Outros,5,113.96,87.45,569.8,28.49,541.31,104.06
V000514,2025-08-02,Vinho Branco Seco,Bebidas,5,62.76,44.84,313.8,15.69,298.11,73.91
V000724,2025-08-05,Areia Sanitária Gatos,Pets,4,24.21,16.36,96.84,4.84,92.0,26.56
V000692,2025-08-06,"Água Mineral 1,5L",Bebidas,2,40.02,29.74,80.04,0.0,80.04,20.56
V000326,2025-08-09,Patinho (kg),Carnes,4,97.03,68.92,388.12,38.81,349.31,73.63
V000566,2025-08-10,Areia Sanitária Gatos,Pets,6,16.49,12.34,98.94,0.0,98.94,24.9
V000295,2025-08-11,Cereal Matinal 300g,Outros,6,19.8,13.58,118.8,11.88,106.92,25.44
V000418,2025-08-12,Peito de Peru (kg),Outros,5,72.96,53.59,364.8,18.24,346.56,78.61
V000564,2025-08-13,Escova Dental,Higiene,1,61.05,42.87,61.05,0.0,61.05,18.18
V000728,2025-08-13,Guardanapo 50un,Outros,2,117.41,86.18,234.82,11.74,223.08,50.72
V000010,2025-08-14,Biscoito Recheado Morango,Outros,6,11.14,8.16,66.84,3.34,63.5,14.54
V000628,2025-08-14,Fralda Infantil G,Outros,6,29.39,20.29,176.34,0.0,176.34,54.6
V000362,2025-08-15,Desinfetante 1L,Limpeza,2,87.4,62.64,174.8,0.0,174.8,49.52
V000047,2025-08-16,Esponja Multiuso,Outros,1,90.51,55.34,90.51,9.05,81.46,26.12
V000074,2025-08-17,Chocolate em Pó 200g,Outros,1,15.68,10.77,15.68,1.57,14.11,3.34
V000393,2025-08-19,Desinfetante 1L,Limpeza,1,33.6,22.58,33.6,0.0,33.6,11.02
V000594,2025-08-19,Sabonete Barra,Higiene,3,110.34,67.86,331.02,0.0,331.02,127.44
V000616,2025-08-23,Margarina 500g,Laticínios,3,38.31,24.03,114.93,0.0,114.93,42.84
V000168,2025-08-24,Álcool 70% 1L,Limpeza,6,60.29,37.97,361.74,36.17,325.57,97.75
V000429,2025-08-24,Ração para Gatos 3kg,Pets,5,28.39,18.22,141.95,7.1,134.85,43.75
V000034,2025-08-25,Papel Higiênico 12un,Outros,2,71.85,43.21,143.7,14.37,129.33,42.91
V000146,2025-08-26,Ração para Cães 10kg,Pets,2,52.74,37.39,105.48,10.55,94.93,20.15
V000643,2025-08-26,Pão Francês (kg),Padaria,5,10.14,6.87,50.7,5.07,45.63,11.28
V000480,2025-08-29,Esponja Multiuso,Outros,2,82.76,58.76,165.52,16.55,148.97,31.45
V000335,2025-08-29,Álcool 70% 1L,Limpeza,2,23.03,16.69,46.06,4.61,41.45,8.07
V000500,2025-08-29,Refrigerante Guaraná 2L,Bebidas,4,3.52,2.26,14.08,0.7,13.38,4.34
V000120,2025-08-29,Iogurte Natural 170g,Laticínios,3,102.65,78.64,307.95,0.0,307.95,72.03
V000476,2025-08-31,Macarrão Penne 500g,Outros,3,40.52,31.99,121.56,0.0,121.56,25.59
V000706,2025-08-31,Café em Cápsulas,Bebidas,6,15.65,12.01,93.9,0.0,93.9,21.84
V000486,2025-08-31,Fralda Infantil P,Outros,1,15.8,10.26,15.8,1.58,14.22,3.96
V000148,2025-09-01,Guardanapo 50un,Outros,3,54.38,37.73,163.14,8.16,154.98,41.79
V000701,2025-09-02,Amaciante 2L,Limpeza,3,53.74,39.63,161.22,0.0,161.22,42.33
V000349,2025-09-03,Fralda Infantil G,Outros,6,58.06,41.07,348.36,0.0,348.36,101.94
V000150,2025-09-04,Café Torrado 500g,Bebidas,4,88.94,64.1,355.76,0.0,355.76,99.36
V000484,2025-09-04,Cerveja Long Neck,Bebidas,5,49.89,34.99,249.45,24.95,224.5,49.55
V000115,2025-09-06,Farinha de Milho 1kg,Alimentos Básicos,5,94.57,63.31,472.85,23.64,449.21,132.66
V000232,2025-09-06,Presunto Cozido (kg),Outros,3,15.12,10.61,45.36,0.0,45.36,13.53
V000546,2025-09-07,Sabonete Líquido,Higiene,6,74.09,56.0,444.54,44.45,400.09,64.09
V000355,2025-09-08,Sabão em Pó 1kg,Limpeza,4,61.51,37.46,246.04,0.0,246.04,96.2
V000612,2025-09-08,Pão de Hambúrguer,Padaria,1,64.59,38.76,64.59,6.46,58.13,19.37
V000311,2025-09-09,Refrigerante Guaraná 2L,Bebidas,2,83.7,56.1,167.4,0.0,167.4,55.2
V000031,2025-09-13,Refrigerante Guaraná 2L,Bebidas,2,111.68,83.88,223.36,22.34,201.02,33.26
V000712,2025-09-15,Biscoito Cream Cracker,Outros,3,100.29,79.69,300.87,15.04,285.83,46.76
V000559,2025-09-15,Leite Integral 1L,Laticínios,3,80.93,59.21,242.79,0.0,242.79,65.16
V000292,2025-09-15,Amaciante 2L,Limpeza,4,16.01,10.53,64.04,3.2,60.84,18.72
V000542,2025-09-16,Fralda Infantil G,Outros,2,54.49,40.57,108.98,10.9,98.08,16.94
V000280,2025-09-17,Iogurte Grego,Laticínios,6,94.7,61.25,568.2,0.0,568.2,200.7
V000744,2025-09-17,Biscoito Cream Cracker,Outros,2,17.13,13.2,34.26,0.0,34.26,7.86
V000725,2025-09-18,Açúcar Refinado 1kg,Alimentos Básicos,6,105.95,78.98,635.7,0.0,635.7,161.82
V000092,2025-09-19,Detergente Líquido 500ml,Limpeza,4,100.18,71.09,400.72,0.0,400.72,116.36
V000599,2025-09-20,Creme Dental 90g,Higiene,5,31.76,20.93,158.8,7.94,150.86,46.21
V000711,2025-09-24,Farinha de Milho 1kg,Alimentos Básicos,3,16.34,10.15,49.02,0.0,49.02,18.57
V000338,2025-09-24,Fralda Infantil P,Outros,1,61.27,44.45,61.27,3.06,58.21,13.76
V000443,2025-09-24,Fralda Infantil P,Outros,6,112.27,87.86,673.62,67.36,606.26,79.1
V000789,2025-09-25,Leite Desnatado 1L,Laticínios,6,71.52,52.94,429.12,0.0,429.12,111.48
V000510,2025-09-26,Café em Cápsulas,Bebidas,3,114.37,79.71,343.11,0.0,343.11,103.98
V000766,2025-09-27,Suco Integral Uva 1L,Bebidas,2,109.64,81.24,219.28,21.93,197.35,34.87
V000235,2025-09-28,Condicionador 400ml,Higiene,6,78.2,47.33,469.2,46.92,422.28,138.3
V000353,2025-09-30,Carvão Vegetal 5kg,Outros,5,16.9,13.44,84.5,4.23,80.27,13.07
V000223,2025-10-01,Fralda Infantil P,Outros,5,67.16,44.66,335.8,33.58,302.22,78.92
V000334,2025-10-02,Queijo Prato (kg),Laticínios,5,65.42,45.83,327.1,0.0,327.1,97.95
V000772,2025-10-02,Condicionador 400ml,Higiene,6,38.24,28.99,229.44,22.94,206.5,32.56
V000257,2025-10-05,Vinho Branco Seco,Bebidas,4,91.27,68.63,365.08,18.25,346.83,72.31
V000783,2025-10-06,Pão Integral,Padaria,6,52.63,32.67,315.78,31.58,284.2,88.18
V000035,2025-10-08,Leite Integral 1L,Laticínios,2,10.89,6.6,21.78,1.09,20.69,7.49
V000746,2025-10-10,Areia Sanitária Gatos,Pets,5,17.42,13.56,87.1,4.35,82.75,14.95
V000135,2025-10-15,Vinho Tinto Seco,Bebidas,1,105.11,75.13,105.11,5.26,99.85,24.72
V000001,2025-10-16,Farinha de Trigo 1kg,Alimentos Básicos,1,89.76,58.25,89.76,0.0,89.76,31.51
V000337,2025-10-18,Desinfetante 1L,Limpeza,3,79.18,59.65,237.54,11.88,225.66,46.71
V000024,2025-10-18,Frango Inteiro (kg),Carnes,1,37.34,23.59,37.34,0.0,37.34,13.75
V000339,2025-10-19,Queijo Prato (kg),Laticínios,4,31.65,24.1,126.6,6.33,120.27,23.87
V000778,2025-10-19,Condicionador 400ml,Higiene,5,31.53,19.17,157.65,7.88,149.77,53.92
V000440,2025-10-19,Leite Integral 1L,Laticínios,5,6.96,5.35,34.8,3.48,31.32,4.57
V000329,2025-10-19,Leite em Pó 400g,Laticínios,4,57.5,40.45,230.0,0.0,230.0,68.2
V000422,2025-10-20,Ração para Gatos 3kg,Pets,4,94.94,63.02,379.76,18.99,360.77,108.69
V000673,2025-10-20,Iogurte Integral 170g,Laticínios,4,107.77,83.02,431.08,21.55,409.53,77.45
V000370,2025-10-20,Gelo 5kg,Outros,3,74.38,47.49,223.14,0.0,223.14,80.67
V000452,2025-10-22,Salsicha Hot Dog,Alimentos Básicos,5,117.35,93.27,586.75,58.68,528.07,61.72
V000193,2025-10-23,Café Torrado 500g,Bebidas,3,95.27,57.8,285.81,14.29,271.52,98.12
V000268,2025-10-24,Salsicha Hot Dog,Alimentos Básicos,1,41.57,29.58,41.57,2.08,39.49,9.91
V000763,2025-10-24,Papel Toalha 2un,Outros,4,30.8,23.31,123.2,12.32,110.88,17.64
V000794,2025-10-25,Patinho (kg),Carnes,1,67.76,48.18,67.76,0.0,67.76,19.58
V000013,2025-10-25,Leite em Pó 400g,Laticínios,5,77.29,54.63,386.45,0.0,386.45,113.3
V000289,2025-10-27,Salsicha Hot Dog,Alimentos Básicos,2,19.1,12.56,38.2,1.91,36.29,11.17
V000450,2025-10-27,Açúcar Cristal 5kg,Alimentos Básicos,1,50.42,34.06,50.42,2.52,47.9,13.84
V000381,2025-10-28,Biscoito Cream Cracker,Outros,3,40.58,29.59,121.74,0.0,121.74,32.97
V000382,2025-10-29,Desinfetante 1L,Limpeza,2,65.61,48.85,131.22,0.0,131.22,33.52
V000736,2025-10-31,Feijão Preto 1kg,Alimentos Básicos,1,50.2,30.48,50.2,5.02,45.18,14.7
V000632,2025-10-31,Sal Refinado 1kg,Alimentos Básicos,5,107.1,67.63,535.5,0.0,535.5,197.35
V000410,2025-10-31,Peito de Frango (kg),Carnes,1,23.88,16.89,23.88,2.39,21.49,4.6
V000233,2025-11-03,Cerveja Long Neck,Bebidas,2,102.13,68.43,204.26,20.43,183.83,46.97
V000483,2025-11-05,Extrato de Tomate 140g,Outros,6,52.51,35.47,315.06,15.75,299.31,86.49
V000220,2025-11-05,Sabão Líquido 1L,Limpeza,3,56.59,44.86,169.77,0.0,169.77,35.19
V000747,2025-11-05,Sabonete Barra,Higiene,5,18.75,13.12,93.75,9.38,84.37,18.77
V000639,2025-11-07,Chocolate em Pó 200g,Outros,1,78.1,52.91,78.1,3.9,74.2,21.29
V000046,2025-11-08,Vinho Tinto Seco,Bebidas,2,25.22,16.23,50.44,0.0,50.44,17.98
V000277,2025-11-08,Frango Inteiro (kg),Carnes,5,18.33,12.38,91.65,0.0,91.65,29.75
V000116,2025-11-08,Patinho (kg),Carnes,1,62.2,41.56,62.2,3.11,59.09,17.53
V000104,2025-11-09,Açúcar Refinado 1kg,Alimentos Básicos,1,78.2,49.04,78.2,3.91,74.29,25.25
V000642,2025-11-14,Margarina 500g,Laticínios,1,81.17,61.82,81.17,4.06,77.11,15.29
V000248,2025-11-15,Coxa e Sobrecoxa (kg),Outros,1,49.46,37.02,49.46,2.47,46.99,9.97
V000110,2025-11-16,Farinha de Trigo 1kg,Alimentos Básicos,5,113.89,78.93,569.45,28.47,540.98,146.33
V000069,2025-11-16,Achocolatado em Pó 400g,Outros,3,21.63,16.01,64.89,3.24,61.65,13.62
V000273,2025-11-17,Carvão Vegetal 5kg,Outros,5,13.93,10.23,69.65,6.97,62.68,11.53
V000053,2025-11-18,Fralda Infantil M,Outros,3,56.5,44.4,169.5,0.0,169.5,36.3
V000416,2025-11-19,Café em Cápsulas,Bebidas,2,89.64,61.0,179.28,0.0,179.28,57.28
V000152,2025-11-19,Iogurte Natural 170g,Laticínios,5,7.71,5.79,38.55,1.93,36.62,7.67
V000412,2025-11-20,Esponja Multiuso,Outros,4,65.24,49.89,260.96,0.0,260.96,61.4
V000360,2025-11-20,Farinha de Trigo 1kg,Alimentos Básicos,4,71.29,54.13,285.16,28.52,256.64,40.12
V000198,2025-11-21,Ovos Brancos Dúzia,Outros,5,45.8,34.72,229.0,0.0,229.0,55.4
V000446,2025-11-21,Refrigerante Laranja 2L,Bebidas,2,15.52,9.61,31.04,0.0,31.04,11.82
V000758,2025-11-21,Esponja de Aço,Outros,3,105.66,72.32,316.98,0.0,316.98,100.02
V000201,2025-11-22,Pão Francês (kg),Padaria,4,5.93,4.61,23.72,2.37,21.35,2.91
V000698,2025-11-23,Arroz Tipo 1 5kg,Alimentos Básicos,6,88.83,57.32,532.98,26.65,506.33,162.41
V000488,2025-11-24,Fralda Infantil M,Outros,4,116.12,77.37,464.48,23.22,441.26,131.78
V000458,2025-11-24,Esponja Multiuso,Outros,3,47.91,35.83,143.73,14.37,129.36,21.87
V000113,2025-11-24,Alcatra (kg),Carnes,4,113.15,72.38,452.6,45.26,407.34,117.82
V000192,2025-11-25,Ração para Cães 10kg,Pets,6,101.09,73.36,606.54,60.65,545.89,105.73
V000522,2025-11-26,Margarina 500g,Laticínios,2,115.64,87.56,231.28,0.0,231.28,56.16
V000314,2025-11-26,Arroz Integral 1kg,Alimentos Básicos,1,19.71,14.22,19.71,0.99,18.72,4.5
V000463,2025-11-27,Álcool 70% 1L,Limpeza,6,47.47,35.81,284.82,14.24,270.58,55.72
V000364,2025-11-28,Achocolatado em Pó 400g,Outros,1,69.99,51.8,69.99,0.0,69.99,18.19
V000557,2025-11-28,Fralda Infantil M,Outros,1,39.29,27.01,39.29,0.0,39.29,12.28
V000258,2025-11-28,Guardanapo 50un,Outros,6,77.33,56.06,463.98,46.4,417.58,81.22
V000656,2025-11-28,Gelo 5kg,Outros,4,7.54,5.87,30.16,1.51,28.65,5.17
V000302,2025-12-02,"Água com Gás 1,5L",Bebidas,6,58.99,37.54,353.94,0.0,353.94,128.7
V000659,2025-12-02,Margarina 500g,Laticínios,2,18.72,14.88,37.44,1.87,35.57,5.81
V000765,2025-12-02,Peito de Peru (kg),Outros,5,9.29,6.96,46.45,0.0,46.45,11.65
V000755,2025-12-04,Peito de Frango (kg),Carnes,6,18.52,13.74,111.12,0.0,111.12,28.68
V000077,2025-12-04,Ração para Gatos 3kg,Pets,2,45.61,28.0,91.22,9.12,82.1,26.1
V000361,2025-12-05,Escova Dental,Higiene,1,72.84,47.57,72.84,7.28,65.56,17.99
V000714,2025-12-05,Cerveja Long Neck,Bebidas,3,30.44,18.34,91.32,0.0,91.32,36.3
V000144,2025-12-06,Sabonete Líquido,Higiene,4,37.08,23.96,148.32,14.83,133.49,37.65
V000668,2025-12-06,Óleo de Milho 900ml,Alimentos Básicos,3,6.21,3.79,18.63,1.86,16.77,5.4
V000208,2025-12-07,Patinho (kg),Carnes,2,54.88,43.36,109.76,5.49,104.27,17.55
V000707,2025-12-07,Farinha de Trigo 1kg,Alimentos Básicos,4,54.98,34.35,219.92,11.0,208.92,71.52
V000722,2025-12-07,Cerveja Long Neck,Bebidas,4,78.92,59.93,315.68,0.0,315.68,75.96
V000064,2025-12-08,Extrato de Tomate 140g,Outros,5,7.22,4.87,36.1,3.61,32.49,8.14
V000114,2025-12-08,Escova Dental,Higiene,2,14.92,11.26,29.84,2.98,26.86,4.34
V000657,2025-12-08,Cereal Matinal 300g,Outros,1,90.25,70.77,90.25,4.51,85.74,14.97
V000176,2025-12-10,Ovos Brancos Dúzia,Outros,6,12.4,8.25,74.4,7.44,66.96,17.46
V000236,2025-12-11,Iogurte Natural 170g,Laticínios,1,24.11,17.85,24.11,1.21,22.9,5.05
V000539,2025-12-11,Macarrão Espaguete 500g,Outros,4,11.29,7.64,45.16,4.52,40.64,10.08
V000618,2025-12-11,Condicionador 400ml,Higiene,3,29.12,20.9,87.36,0.0,87.36,24.66
V000156,2025-12-11,Vinho Branco Seco,Bebidas,3,80.52,54.76,241.56,24.16,217.4,53.12
V000478,2025-12-12,Fralda Infantil P,Outros,4,116.23,87.92,464.92,23.25,441.67,89.99
V000290,2025-12-13,Macarrão Penne 500g,Outros,6,57.89,41.86,347.34,0.0,347.34,96.18
V000449,2025-12-14,Pão de Hambúrguer,Padaria,3,83.03,63.9,249.09,24.91,224.18,32.48
V000006,2025-12-15,Refrigerante Guaraná 2L,Bebidas,3,35.51,22.84,106.53,5.33,101.2,32.68
V000161,2025-12-16,Vinho Tinto Seco,Bebidas,1,6.38,4.63,6.38,0.0,6.38,1.75
V000536,2025-12-17,Pão Francês (kg),Padaria,4,79.69,59.03,318.76,0.0,318.76,82.64
V000149,2025-12-17,Ovos Caipira Dúzia,Outros,3,61.56,43.02,184.68,0.0,184.68,55.62
V000203,2025-12-18,Queijo Prato (kg),Laticínios,6,50.77,31.88,304.62,0.0,304.62,113.34
V000710,2025-12-18,Macarrão Penne 500g,Outros,4,100.19,62.22,400.76,40.08,360.68,111.8
V000784,2025-12-20,Refrigerante Laranja 2L,Bebidas,6,98.56,60.56,591.36,59.14,532.22,168.86
V000713,2025-12-21,Margarina Light 500g,Laticínios,3,21.76,15.44,65.28,0.0,65.28,18.96
V000501,2025-12-21,Leite Desnatado 1L,Laticínios,5,14.9,11.54,74.5,0.0,74.5,16.8
V000588,2025-12-22,Shampoo 400ml,Higiene,1,28.16,21.72,28.16,0.0,28.16,6.44
V000505,2025-12-23,Queijo Prato (kg),Laticínios,5,72.05,52.92,360.25,18.01,342.24,77.64
V000442,2025-12-25,Extrato de Tomate 140g,Outros,1,28.59,19.76,28.59,0.0,28.59,8.83
V000118,2025-12-25,Extrato de Tomate 140g,Outros,4,23.61,16.63,94.44,9.44,85.0,18.48
V000359,2025-12-26,Guardanapo 50un,Outros,3,58.56,35.33,175.68,8.78,166.9,60.91
V000624,2025-12-26,Ração para Gatos 3kg,Pets,6,88.33,58.93,529.98,0.0,529.98,176.4
V000162,2025-12-27,Arroz Integral 1kg,Alimentos Básicos,3,67.45,47.92,202.35,0.0,202.35,58.59
V000126,2025-12-29,Vinho Tinto Seco,Bebidas,4,95.77,59.24,383.08,0.0,383.08,146.12
V000579,2025-12-29,Iogurte Integral 170g,Laticínios,1,8.14,5.26,8.14,0.81,7.33,2.07
V000324,2025-12-29,Fralda Infantil P,Outros,2,95.86,67.27,191.72,0.0,191.72,57.18
V000524,2025-12-29,Linguiça Toscana (kg),Carnes,2,92.09,67.71,184.18,9.21,174.97,39.55
V000356,2025-12-31,Salsicha Hot Dog,Alimentos Básicos,4,63.76,40.16,255.04,25.5,229.54,68.9
V000683,2025-12-31,Pão de Hambúrguer,Padaria,6,65.55,49.62,393.3,39.33,353.97,56.25
